Rank,Keyword,Monthly Vol,CPC,Score,Competitor Sources,Example Competitor URL,Build Slug
1171,"6 debt myths to avoid",0,0,0,1,"https://www.tiaa.org/public/learn/financial-essentials/6-debt-myths-to-avoid","/6-debt-myths-to-avoid"
1172,"plan sponsor retirement survey results",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/plan-sponsor-retirement-survey-results","/plan-sponsor-retirement-survey-results"
1173,"engaging gen z retirement savings",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/retirement-industry-trends/engaging-gen-z-retirement-savings","/engaging-gen-z-retirement-savings"
1174,"general account investing in 2025",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/general-account-investing-in-2025","/general-account-investing-in-2025"
1175,"general account investing in alternatives",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/general-account-investing-in-alternatives","/general-account-investing-in-alternatives"
1176,"general account investing in 2026",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/general-account-investing-in-2026","/general-account-investing-in-2026"
1177,"secure act 2 retirement changes",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-1/secure-act-2-retirement-changes","/secure-act-2-retirement-changes"
1178,"retirement readiness and your longevity",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-3/retirement-readiness-and-your-longevity","/retirement-readiness-and-your-longevity"
1179,"global shift hybrid retirement systems",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-4/global-shift-hybrid-retirement-systems","/global-shift-hybrid-retirement-systems"
1180,"retirement industry challenges jim mullery",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-5/retirement-industry-challenges-jim-mullery","/retirement-industry-challenges-jim-mullery"
1181,"ask consultant retirement total benefits",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-5/ask-consultant-retirement-total-benefits","/ask-consultant-retirement-total-benefits"
1182,"alternative assets dc retirement plans",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-6/alternative-assets-dc-retirement-plans","/alternative-assets-dc-retirement-plans"
1183,"investing distant goal optimal asset",0,0,0,1,"https://www.tiaa.org/public/institute/publication/1998/investing-distant-goal-optimal-asset","/investing-distant-goal-optimal-asset"
1184,"coming age academia study retired",0,0,0,1,"https://www.tiaa.org/public/institute/publication/1999/coming-age-academia-study-retired","/coming-age-academia-study-retired"
1185,"retirement patterns and annuitization decisions",0,0,0,1,"https://www.tiaa.org/public/institute/publication/1999/retirement-patterns-and-annuitization-decisions","/retirement-patterns-and-annuitization-decisions"
1186,"faculty retirement policies after end",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2001/faculty-retirement-policies-after-end","/faculty-retirement-policies-after-end"
1187,"saving college comparison section 529",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2001/saving-college-comparison-section-529","/saving-college-comparison-section-529"
1188,"faculty retirement decision financial and",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2004/faculty-retirement-decision-financial-and","/faculty-retirement-decision-financial-and"
1189,"faculty retirement incentives colleges and",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2004/faculty-retirement-incentives-colleges-and","/faculty-retirement-incentives-colleges-and"
1190,"impact retiree health plans faculty",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2004/impact-retiree-health-plans-faculty","/impact-retiree-health-plans-faculty"
1191,"do people save enough retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2005/do-people-save-enough-retirement","/do-people-save-enough-retirement"
1192,"enhancing retirement savings outcomes employer",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2005/enhancing-retirement-savings-outcomes-employer","/enhancing-retirement-savings-outcomes-employer"
1193,"measuring social securitys financial outlook",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2005/measuring-social-securitys-financial-outlook","/measuring-social-securitys-financial-outlook"
1194,"reforming retiree benefits recent changes",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2006/reforming-retiree-benefits-recent-changes","/reforming-retiree-benefits-recent-changes"
1195,"early retiree health insurance issues",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2007/early-retiree-health-insurance-issues","/early-retiree-health-insurance-issues"
1196,"student access and strategic pricing",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2008/student-access-and-strategic-pricing","/student-access-and-strategic-pricing"
1197,"understanding risk taking retirement savings",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2008/understanding-risk-taking-retirement-savings","/understanding-risk-taking-retirement-savings"
1198,"new roth conversion opportunities converting",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2009/new-roth-conversion-opportunities-converting","/new-roth-conversion-opportunities-converting"
1199,"retirement savers respond market meltdown",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2009/retirement-savers-respond-market-meltdown","/retirement-savers-respond-market-meltdown"
1200,"staying path secure retirement using",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2009/staying-path-secure-retirement-using","/staying-path-secure-retirement-using"
1201,"accreditation best practices and implications",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2010/accreditation-best-practices-and-implications","/accreditation-best-practices-and-implications"
1202,"do universities generate agglomeration spillovers",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2010/do-universities-generate-agglomeration-spillovers","/do-universities-generate-agglomeration-spillovers"
1203,"responsible investing and corporate governance",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2010/responsible-investing-and-corporate-governance","/responsible-investing-and-corporate-governance"
1204,"retirees annuitization and defined contribution",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2010/retirees-annuitization-and-defined-contribution","/retirees-annuitization-and-defined-contribution"
1205,"retirement confidence campus 2010 higher",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2010/retirement-confidence-campus-2010-higher","/retirement-confidence-campus-2010-higher"
1206,"early retirement dawn new era",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/early-retirement-dawn-new-era","/early-retirement-dawn-new-era"
1207,"misconceptions about health insurance markets",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/misconceptions-about-health-insurance-markets","/misconceptions-about-health-insurance-markets"
1208,"motivating reluctant retirees higher education",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/motivating-reluctant-retirees-higher-education","/motivating-reluctant-retirees-higher-education"
1209,"redesigning retirement plans r21 principles",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/redesigning-retirement-plans-r21-principles","/redesigning-retirement-plans-r21-principles"
1210,"rethinking defined contribution retirement plan",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/rethinking-defined-contribution-retirement-plan","/rethinking-defined-contribution-retirement-plan"
1211,"retirement confidence among hospital employees",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/retirement-confidence-among-hospital-employees","/retirement-confidence-among-hospital-employees"
1212,"retirement confidence campus 2011 higher",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2011/retirement-confidence-campus-2011-higher","/retirement-confidence-campus-2011-higher"
1213,"promoting workplace longevity and desirable",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2012/promoting-workplace-longevity-and-desirable","/promoting-workplace-longevity-and-desirable"
1214,"understanding role variable and investment",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2012/understanding-role-variable-and-investment","/understanding-role-variable-and-investment"
1215,"strategic utilization adjunct and other",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2014/strategic-utilization-adjunct-and-other","/strategic-utilization-adjunct-and-other"
1216,"how retirees manage retirement savings",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2015/how-retirees-manage-retirement-savings","/how-retirees-manage-retirement-savings"
1217,"understanding faculty retirement non decision",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2015/understanding-faculty-retirement-non-decision","/understanding-faculty-retirement-non-decision"
1218,"cost savings or cost shifting",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2016/cost-savings-or-cost-shifting","/cost-savings-or-cost-shifting"
1219,"reluctant retirees and managing change",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2016/reluctant-retirees-and-managing-change","/reluctant-retirees-and-managing-change"
1220,"retirement saving multi plan environment",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2017/retirement-saving-multi-plan-environment","/retirement-saving-multi-plan-environment"
1221,"mechanisms behind retirement saving behavior",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2018/mechanisms-behind-retirement-saving-behavior","/mechanisms-behind-retirement-saving-behavior"
1222,"understanding debt among older population",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2020/understanding-debt-among-older-population","/understanding-debt-among-older-population"
1223,"faculty retirement and covid 19",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2021/faculty-retirement-and-covid-19","/faculty-retirement-and-covid-19"
1224,"financial literacy and retirement fluency",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2024/financial-literacy-and-retirement-fluency","/financial-literacy-and-retirement-fluency"
1225,"modern parenting impact on retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2025/modern-parenting-impact-on-retirement","/modern-parenting-impact-on-retirement"
1226,"longevity expectations and retirement readiness",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2026/longevity-expectations-and-retirement-readiness","/longevity-expectations-and-retirement-readiness"
1227,"millennial workers years in retirement",0,0,0,1,"https://www.tiaa.org/public/institute/about/news/millennial-workers-years-in-retirement","/millennial-workers-years-in-retirement"
1228,"managing retirement patterns higher education",0,0,0,1,"https://www.tiaa.org/public/institute/managing-retirement-patterns-higher-education","/managing-retirement-patterns-higher-education"
1229,"learn about required minimum distributions",0,0,0,1,"https://www.tiaa.org/public/transitioners/learn-about-required-minimum-distributions","/learn-about-required-minimum-distributions"
1230,"the american retirement crisis solutions",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-4/the-american-retirement-crisis-solutions","/the-american-retirement-crisis-solutions"
1231,"finance leaders exchange collegiate athletics",0,0,0,1,"https://www.tiaa.org/public/b2b/thought-leadership/finance-leaders-exchange-collegiate-athletics","/finance-leaders-exchange-collegiate-athletics"
1232,"retirement planning spring cleaning checklist",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-spring-cleaning-checklist","/retirement-planning-spring-cleaning-checklist"
1233,"trade war ai investment perspective",0,0,0,1,"https://www.tiaa.org/public/invest/services/wealth-management/perspectives/trade-war-ai-investment-perspective","/trade-war-ai-investment-perspective"
1234,"small business retirement plans primer",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2026/small-business-retirement-plans-primer","/small-business-retirement-plans-primer"
1235,"tiaa institute retiree savings survey",0,0,0,1,"https://www.tiaa.org/public/institute/about/news/tiaa-institute-retiree-savings-survey","/tiaa-institute-retiree-savings-survey"
1236,"tiaa gflec personal finance index",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2026/tiaa-gflec-personal-finance-index","/tiaa-gflec-personal-finance-index"
1237,"job changing retirement savings options",0,0,0,1,"https://www.tiaa.org/public/learn/prepare-unexpected/changing-jobs/job-changing-retirement-savings-options","/job-changing-retirement-savings-options"
1238,"annual financial checklist for retirement",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/living-in-retirement/articles/annual-financial-checklist-for-retirement","/annual-financial-checklist-for-retirement"
1239,"ideas for a fulfilling retirement",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/living-in-retirement/ideas-for-a-fulfilling-retirement","/ideas-for-a-fulfilling-retirement"
1240,"retirement planning in 6 steps",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/managing-your-money/retirement-planning-in-6-steps","/retirement-planning-in-6-steps"
1241,"want to relocate in retirement",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/want-to-relocate-in-retirement","/want-to-relocate-in-retirement"
1242,"nurses educational toolkit financial vitals",0,0,0,1,"https://www.tiaa.org/public/land/nurses-educational-toolkit-financial-vitals","/nurses-educational-toolkit-financial-vitals"
1243,"how do savings accounts work",0,0,0,1,"https://www.tiaa.org/public/learn/personal-finance-101/how-do-savings-accounts-work","/how-do-savings-accounts-work"
1244,"your career and your money",0,0,0,1,"https://www.tiaa.org/public/learn/prepare-unexpected/your-career-and-your-money","/your-career-and-your-money"
1245,"borrowing from your retirement account",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/borrowing-from-your-retirement-account","/borrowing-from-your-retirement-account"
1246,"lifecycle funds simplify retirement investing",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/investing-101/lifecycle-funds-simplify-retirement-investing","/lifecycle-funds-simplify-retirement-investing"
1247,"practice finance medical dental loans",0,0,0,1,"https://www.wellsfargo.com/biz/practice-finance-medical-dental-loans/","/practice-finance-medical-dental-loans"
1248,"equipment finance q and a",0,0,0,1,"https://www.wellsfargo.com/com/careers/equipment-finance-q-and-a/","/equipment-finance-q-and-a"
1249,"channel finance versus open account",0,0,0,1,"https://www.wellsfargo.com/com/insights/channel-finance-versus-open-account/","/channel-finance-versus-open-account"
1250,"source company first credit facility",0,0,0,1,"https://www.wellsfargo.com/com/insights/source-company-first-credit-facility/","/source-company-first-credit-facility"
1251,"renewable energy and environmental finance",0,0,0,1,"https://www.wellsfargo.com/com/solutions/renewable-energy-and-environmental-finance/","/renewable-energy-and-environmental-finance"
1252,"why so many credit scores",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/credit-101/why-so-many-credit-scores/","/why-so-many-credit-scores"
1253,"new homeowners guide property taxes",0,0,0,1,"https://www.wellsfargo.com/mortgage/learn/new-homeowners-guide-property-taxes/","/new-homeowners-guide-property-taxes"
1254,"investor center alexandria virginia 22314",0,0,0,1,"https://www.fidelity.com/branches/investor-center-alexandria-virginia-22314","/investor-center-alexandria-virginia-22314"
1255,"investor center annapolis maryland 21401",0,0,0,1,"https://www.fidelity.com/branches/investor-center-annapolis-maryland-21401","/investor-center-annapolis-maryland-21401"
1256,"investor center arlington virginia 22203",0,0,0,1,"https://www.fidelity.com/branches/investor-center-arlington-virginia-22203","/investor-center-arlington-virginia-22203"
1257,"investor center ashburn virginia 20147",0,0,0,1,"https://www.fidelity.com/branches/investor-center-ashburn-virginia-20147","/investor-center-ashburn-virginia-20147"
1258,"investor center bellevue washington 98004",0,0,0,1,"https://www.fidelity.com/branches/investor-center-bellevue-washington-98004","/investor-center-bellevue-washington-98004"
1259,"investor center berkeley california 94704",0,0,0,1,"https://www.fidelity.com/branches/investor-center-berkeley-california-94704","/investor-center-berkeley-california-94704"
1260,"investor center bethesda maryland 20814",0,0,0,1,"https://www.fidelity.com/branches/investor-center-bethesda-maryland-20814","/investor-center-bethesda-maryland-20814"
1261,"investor center birmingham alabama 35243",0,0,0,1,"https://www.fidelity.com/branches/investor-center-birmingham-alabama-35243","/investor-center-birmingham-alabama-35243"
1262,"investor center broomfield colorado 80021",0,0,0,1,"https://www.fidelity.com/branches/investor-center-broomfield-colorado-80021","/investor-center-broomfield-colorado-80021"
1263,"investor center burbank california 91505",0,0,0,1,"https://www.fidelity.com/branches/investor-center-burbank-california-91505","/investor-center-burbank-california-91505"
1264,"investor center burlingame california 94010",0,0,0,1,"https://www.fidelity.com/branches/investor-center-burlingame-california-94010","/investor-center-burlingame-california-94010"
1265,"investor center burlington massachusetts 01803",0,0,0,1,"https://www.fidelity.com/branches/investor-center-burlington-massachusetts-01803","/investor-center-burlington-massachusetts-01803"
1266,"investor center cambridge massachusetts 02142",0,0,0,1,"https://www.fidelity.com/branches/investor-center-cambridge-massachusetts-02142","/investor-center-cambridge-massachusetts-02142"
1267,"investor center carmel indiana 46032",0,0,0,1,"https://www.fidelity.com/branches/investor-center-carmel-indiana-46032","/investor-center-carmel-indiana-46032"
1268,"investor center chandler arizona 85226",0,0,0,1,"https://www.fidelity.com/branches/investor-center-chandler-arizona-85226","/investor-center-chandler-arizona-85226"
1269,"investor center chesterfield missouri 63017",0,0,0,1,"https://www.fidelity.com/branches/investor-center-chesterfield-missouri-63017","/investor-center-chesterfield-missouri-63017"
1270,"investor center cincinnati ohio 45209",0,0,0,1,"https://www.fidelity.com/branches/investor-center-cincinnati-ohio-45209","/investor-center-cincinnati-ohio-45209"
1271,"investor center clearwater florida 33761",0,0,0,1,"https://www.fidelity.com/branches/investor-center-clearwater-florida-33761","/investor-center-clearwater-florida-33761"
1272,"investor center columbia maryland 21044",0,0,0,1,"https://www.fidelity.com/branches/investor-center-columbia-maryland-21044","/investor-center-columbia-maryland-21044"
1273,"investor center columbus ohio 43240",0,0,0,1,"https://www.fidelity.com/branches/investor-center-columbus-ohio-43240","/investor-center-columbus-ohio-43240"
1274,"investor center dallas texas 75225",0,0,0,1,"https://www.fidelity.com/branches/investor-center-dallas-texas-75225","/investor-center-dallas-texas-75225"
1275,"investor center danvers massachusetts 01923",0,0,0,1,"https://www.fidelity.com/branches/investor-center-danvers-massachusetts-01923","/investor-center-danvers-massachusetts-01923"
1276,"investor center dayton ohio 45440",0,0,0,1,"https://www.fidelity.com/branches/investor-center-dayton-ohio-45440","/investor-center-dayton-ohio-45440"
1277,"investor center dublin california 94568",0,0,0,1,"https://www.fidelity.com/branches/investor-center-dublin-california-94568","/investor-center-dublin-california-94568"
1278,"investor center eagle idaho 83616",0,0,0,1,"https://www.fidelity.com/branches/investor-center-eagle-idaho-83616","/investor-center-eagle-idaho-83616"
1279,"investor center elsegundo california 90245",0,0,0,1,"https://www.fidelity.com/branches/investor-center-elsegundo-california-90245","/investor-center-elsegundo-california-90245"
1280,"investor center evanston illinois 60201",0,0,0,1,"https://www.fidelity.com/branches/investor-center-evanston-illinois-60201","/investor-center-evanston-illinois-60201"
1281,"investor center exton pa 19341",0,0,0,1,"https://www.fidelity.com/branches/investor-center-exton-pa-19341","/investor-center-exton-pa-19341"
1282,"investor center fairfield connecticut 06824",0,0,0,1,"https://www.fidelity.com/branches/investor-center-fairfield-connecticut-06824","/investor-center-fairfield-connecticut-06824"
1283,"investor center fairlawn ohio 44333",0,0,0,1,"https://www.fidelity.com/branches/investor-center-fairlawn-ohio-44333","/investor-center-fairlawn-ohio-44333"
1284,"investor center folsom california 95630",0,0,0,1,"https://www.fidelity.com/branches/investor-center-folsom-california-95630","/investor-center-folsom-california-95630"
1285,"investor center framingham massachusetts 01701",0,0,0,1,"https://www.fidelity.com/branches/investor-center-framingham-massachusetts-01701","/investor-center-framingham-massachusetts-01701"
1286,"investor center gilbert arizona 85295",0,0,0,1,"https://www.fidelity.com/branches/investor-center-gilbert-arizona-85295","/investor-center-gilbert-arizona-85295"
1287,"investor center greenwich connecticut 06830",0,0,0,1,"https://www.fidelity.com/branches/investor-center-greenwich-connecticut-06830","/investor-center-greenwich-connecticut-06830"
1288,"investor center henderson nevada 89052",0,0,0,1,"https://www.fidelity.com/branches/investor-center-henderson-nevada-89052","/investor-center-henderson-nevada-89052"
1289,"investor center hingham massachusetts 02043",0,0,0,1,"https://www.fidelity.com/branches/investor-center-hingham-massachusetts-02043","/investor-center-hingham-massachusetts-02043"
1290,"investor center indianapolis indiana 46240",0,0,0,1,"https://www.fidelity.com/branches/investor-center-indianapolis-indiana-46240","/investor-center-indianapolis-indiana-46240"
1291,"investor center jacksonville florida 32246",0,0,0,1,"https://www.fidelity.com/branches/investor-center-jacksonville-florida-32246","/investor-center-jacksonville-florida-32246"
1292,"investor center katy texas 77494",0,0,0,1,"https://www.fidelity.com/branches/investor-center-katy-texas-77494","/investor-center-katy-texas-77494"
1293,"investor center knoxville tennessee 37934",0,0,0,1,"https://www.fidelity.com/branches/investor-center-knoxville-tennessee-37934","/investor-center-knoxville-tennessee-37934"
1294,"investor center lehi utah 84048",0,0,0,1,"https://www.fidelity.com/branches/investor-center-lehi-utah-84048","/investor-center-lehi-utah-84048"
1295,"investor center lexington kentucky 40503",0,0,0,1,"https://www.fidelity.com/branches/investor-center-lexington-kentucky-40503","/investor-center-lexington-kentucky-40503"
1296,"investor center littleton massachusetts 01460",0,0,0,1,"https://www.fidelity.com/branches/investor-center-littleton-massachusetts-01460","/investor-center-littleton-massachusetts-01460"
1297,"investor center louisville kentucky 40222",0,0,0,1,"https://www.fidelity.com/branches/investor-center-louisville-kentucky-40222","/investor-center-louisville-kentucky-40222"
1298,"investor center lynnwood washington 98036",0,0,0,1,"https://www.fidelity.com/branches/investor-center-lynnwood-washington-98036","/investor-center-lynnwood-washington-98036"
1299,"investor center minnetonka minnesota 55305",0,0,0,1,"https://www.fidelity.com/branches/investor-center-minnetonka-minnesota-55305","/investor-center-minnetonka-minnesota-55305"
1300,"investor center monterey california 93940",0,0,0,1,"https://www.fidelity.com/branches/investor-center-monterey-california-93940","/investor-center-monterey-california-93940"
1301,"investor center naperville illinois 60540",0,0,0,1,"https://www.fidelity.com/branches/investor-center-naperville-illinois-60540","/investor-center-naperville-illinois-60540"
1302,"investor center novi michigan 48375",0,0,0,1,"https://www.fidelity.com/branches/investor-center-novi-michigan-48375","/investor-center-novi-michigan-48375"
1303,"investor center oakdale minnesota 55128",0,0,0,1,"https://www.fidelity.com/branches/investor-center-oakdale-minnesota-55128","/investor-center-oakdale-minnesota-55128"
1304,"investor center pasadena california 91101",0,0,0,1,"https://www.fidelity.com/branches/investor-center-pasadena-california-91101","/investor-center-pasadena-california-91101"
1305,"investor center philadelphia pennsylvania 19103",0,0,0,1,"https://www.fidelity.com/branches/investor-center-philadelphia-pennsylvania-19103","/investor-center-philadelphia-pennsylvania-19103"
1306,"investor center plano texas 75024",0,0,0,1,"https://www.fidelity.com/branches/investor-center-plano-texas-75024","/investor-center-plano-texas-75024"
1307,"investor center portland maine 04101",0,0,0,1,"https://www.fidelity.com/branches/investor-center-portland-maine-04101","/investor-center-portland-maine-04101"
1308,"investor center redmond washington 98052",0,0,0,1,"https://www.fidelity.com/branches/investor-center-redmond-washington-98052","/investor-center-redmond-washington-98052"
1309,"investor center reno nevada 89511",0,0,0,1,"https://www.fidelity.com/branches/investor-center-reno-nevada-89511","/investor-center-reno-nevada-89511"
1310,"investor center reston virginia 20190",0,0,0,1,"https://www.fidelity.com/branches/investor-center-reston-virginia-20190","/investor-center-reston-virginia-20190"
1311,"investor center rockville maryland 20850",0,0,0,1,"https://www.fidelity.com/branches/investor-center-rockville-maryland-20850","/investor-center-rockville-maryland-20850"
1312,"investor center roseville california 95678",0,0,0,1,"https://www.fidelity.com/branches/investor-center-roseville-california-95678","/investor-center-roseville-california-95678"
1313,"investor center sacramento california 95825",0,0,0,1,"https://www.fidelity.com/branches/investor-center-sacramento-california-95825","/investor-center-sacramento-california-95825"
1314,"investor center sarasota florida 34243",0,0,0,1,"https://www.fidelity.com/branches/investor-center-sarasota-florida-34243","/investor-center-sarasota-florida-34243"
1315,"investor center schaumburg illinois 60173",0,0,0,1,"https://www.fidelity.com/branches/investor-center-schaumburg-illinois-60173","/investor-center-schaumburg-illinois-60173"
1316,"investor center scottsdale arizona 85254",0,0,0,1,"https://www.fidelity.com/branches/investor-center-scottsdale-arizona-85254","/investor-center-scottsdale-arizona-85254"
1317,"investor centers district of columbia",0,0,0,1,"https://www.fidelity.com/branches/investor-centers-district-of-columbia","/investor-centers-district-of-columbia"
1318,"investor center seattle washington 98101",0,0,0,1,"https://www.fidelity.com/branches/investor-center-seattle-washington-98101","/investor-center-seattle-washington-98101"
1319,"investor center shrewsbury massachusetts 1545",0,0,0,1,"https://www.fidelity.com/branches/investor-center-shrewsbury-massachusetts-1545","/investor-center-shrewsbury-massachusetts-1545"
1320,"investor center southlake texas 76092",0,0,0,1,"https://www.fidelity.com/branches/investor-center-southlake-texas-76092","/investor-center-southlake-texas-76092"
1321,"investor center stamford connecticut 06901",0,0,0,1,"https://www.fidelity.com/branches/investor-center-stamford-connecticut-06901","/investor-center-stamford-connecticut-06901"
1322,"investor center sunnyvale california 94087",0,0,0,1,"https://www.fidelity.com/branches/investor-center-sunnyvale-california-94087","/investor-center-sunnyvale-california-94087"
1323,"investor center tampa florida 33607",0,0,0,1,"https://www.fidelity.com/branches/investor-center-tampa-florida-33607","/investor-center-tampa-florida-33607"
1324,"investor center toledo ohio 43551",0,0,0,1,"https://www.fidelity.com/branches/investor-center-toledo-ohio-43551","/investor-center-toledo-ohio-43551"
1325,"investor center towson maryland 21204",0,0,0,1,"https://www.fidelity.com/branches/investor-center-towson-maryland-21204","/investor-center-towson-maryland-21204"
1326,"investor center troy michigan 48084",0,0,0,1,"https://www.fidelity.com/branches/investor-center-troy-michigan-48084","/investor-center-troy-michigan-48084"
1327,"investor center tucson arizona 85718",0,0,0,1,"https://www.fidelity.com/branches/investor-center-tucson-arizona-85718","/investor-center-tucson-arizona-85718"
1328,"investor center tulsa oklahoma 74101",0,0,0,1,"https://www.fidelity.com/branches/investor-center-tulsa-oklahoma-74101","/investor-center-tulsa-oklahoma-74101"
1329,"investor center villanova pennsylvania 19085",0,0,0,1,"https://www.fidelity.com/branches/investor-center-villanova-pennsylvania-19085","/investor-center-villanova-pennsylvania-19085"
1330,"investor center westwood massachusetts 02090",0,0,0,1,"https://www.fidelity.com/branches/investor-center-westwood-massachusetts-02090","/investor-center-westwood-massachusetts-02090"
1331,"corporate actions learn more faqs",0,0,0,1,"https://www.fidelity.com/customer-service/corporate-actions-learn-more-faqs","/corporate-actions-learn-more-faqs"
1332,"corporate actions learn more overview",0,0,0,1,"https://www.fidelity.com/customer-service/corporate-actions-learn-more-overview","/corporate-actions-learn-more-overview"
1333,"corporate actions learn more voluntary",0,0,0,1,"https://www.fidelity.com/customer-service/corporate-actions-learn-more-voluntary","/corporate-actions-learn-more-voluntary"
1334,"investing hsa your way informational",0,0,0,1,"https://www.fidelity.com/go/hsa/investing-hsa-your-way-informational","/investing-hsa-your-way-informational"
1335,"money market vs savings account",0,0,0,1,"https://www.fidelity.com/learning-center/investment-products/money-market-vs-savings-account","/money-market-vs-savings-account"
1336,"what are money market funds",0,0,0,1,"https://www.fidelity.com/learning-center/investment-products/mutual-funds/what-are-money-market-funds","/what-are-money-market-funds"
1337,"selecting strike price expiration date",0,0,0,1,"https://www.fidelity.com/learning-center/investment-products/options/selecting-strike-price-expiration-date","/selecting-strike-price-expiration-date"
1338,"8 retirement mistakes to avoid",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/8-retirement-mistakes-to-avoid","/8-retirement-mistakes-to-avoid"
1339,"budgeting advice for new parents",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/budgeting-advice-for-new-parents","/budgeting-advice-for-new-parents"
1340,"budgeting how to cut expenses",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/budgeting-how-to-cut-expenses","/budgeting-how-to-cut-expenses"
1341,"how do estate taxes work",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/how-do-estate-taxes-work","/how-do-estate-taxes-work"
1342,"how to manage business finances",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/how-to-manage-business-finances","/how-to-manage-business-finances"
1343,"money management as you age",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/money-management-as-you-age","/money-management-as-you-age"
1344,"tips for budgeting after divorce",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/tips-for-budgeting-after-divorce","/tips-for-budgeting-after-divorce"
1345,"types of college savings accounts",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/types-of-college-savings-accounts","/types-of-college-savings-accounts"
1346,"what is life disability insurance",0,0,0,1,"https://www.fidelity.com/learning-center/life-events/what-is-life-disability-insurance","/what-is-life-disability-insurance"
1347,"10 credit card security tips",0,0,0,1,"https://www.fidelity.com/learning-center/personal-finance/10-credit-card-security-tips","/10-credit-card-security-tips"
